id,count_id,unit_id,result,notes,created_at,updated_at,created_by,updated_by,source_excel_row
1,1,1,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,4
2,1,2,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,5
3,1,3,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,34
4,1,4,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,35
5,1,5,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,64
6,1,6,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,67
7,2,3,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,34
8,2,4,present,,2026-09-17 08:08:07,2026-09-17 08:08:07,excel_import,excel_import,35
